Food group,Food,Protein (g),Diet,Species,n,Model,Sample,Measure,Analyte,Value (%),SD,Analysis method,Collected From,Original Source,Notes
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat, whole grain, and barley malt.* ""Force.""",36,human,"Whole wheat and barley malt breakfast fast food, cream, sugar. Average daily intake: 36 gm. protein, 2,110 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,50,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. No preexperimental period. Marker, lampblack."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt. ""Malta Vita,"" Resembles ""Force"" in appearance and general character.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,71.6,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt. ""Malta Vita,"" Resembles ""Force"" in appearance and general character.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,73.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt. ""Malta Vita,"" Resembles ""Force"" in appearance and general character.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,71.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt. ""Malta Vita,"" Resembles ""Force"" in appearance and general character.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,72,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 73-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,87,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 73-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,100,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 73-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,67,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 73-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,67,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 82-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,60,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 82-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,69,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 82-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,59,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat bran: Branny portion, fraction of 82-95 pct.",,human,"Wheat bran fed with basal diet of fruit, canned meat and fish, potatoes, bread, butter, cheese, turnips.",1,in vivo,fecal,apparent digestibility,crude protein,62,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","BREIREM, K., and NICOLAYSEN, R. 1942. INVESTIGATIONS ON THE DIGESTIBILITY OF RYE AND WHEAT BRAN IN DOMESTIC ANIMALS AND HUMANS. In Avhandlinger utgitt av Det Norske Videnskaps-Akademi I Oslo 1. Mat.-Naturv. Klasse. No. 2, pp. 3-16. Oslo.","Subjects, 4 students. For details of experiment, see remarks, item 85."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Commercial bran: Ground quite fine in experimental mill. All but 2 pct. passed through a 109-meshsieve.",32,human,"Bran bread with a simple mixed diet of potatoes in limited quantities, fruit, butter, sugar, tea or coffee. Average daily intake: 32 gm. protein, 134 gm. fat, 265 gm. carbohydrate.",1,in vivo,fecal,apparent digestibility,crude protein,18,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HOLMES, A. D, 1919. EXPERIMENTS ON THE DIGESTIBILITY OF WHEAT BRAN IN A DIET WITHOUT WHEAT FLOUR. U. S. Dept. Agr. Bul. 75J, 20 pp.","Subjects, 5 men, ages 20 to over 40 yr. Experimental period, 3 days. Marker, charcoal, taken with 1st meal of and 1st meal following experimental period. Subjects' reports on bran diets varied from occasional slight pains after eating to extreme laxative effect, but author of article found no apparent relationship between these observations and digestibility."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Commercial bran: Ground quite fine in experimental mill. All but 2 pct. passed through a 109-meshsieve.",32,human,"Bran bread with a simple mixed diet of potatoes in limited quantities, fruit, butter, sugar, tea or coffee. Average daily intake: 32 gm. protein, 134 gm. fat, 265 gm. carbohydrate.",1,in vivo,fecal,apparent digestibility,crude protein,,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HOLMES, A. D, 1919. EXPERIMENTS ON THE DIGESTIBILITY OF WHEAT BRAN IN A DIET WITHOUT WHEAT FLOUR. U. S. Dept. Agr. Bul. 75J, 20 pp.","Subjects, 5 men, ages 20 to over 40 yr. Experimental period, 3 days. Marker, charcoal, taken with 1st meal of and 1st meal following experimental period. Subjects' reports on bran diets varied from occasional slight pains after eating to extreme laxative effect, but author of article found no apparent relationship between these observations and digestibility."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Commercial bran: Ground quite fine in experimental mill. All but 2 pct. passed through a 109-meshsieve.",32,human,"Bran bread with a simple mixed diet of potatoes in limited quantities, fruit, butter, sugar, tea or coffee. Average daily intake: 32 gm. protein, 134 gm. fat, 265 gm. carbohydrate.",1,in vivo,fecal,apparent digestibility,crude protein,,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HOLMES, A. D, 1919. EXPERIMENTS ON THE DIGESTIBILITY OF WHEAT BRAN IN A DIET WITHOUT WHEAT FLOUR. U. S. Dept. Agr. Bul. 75J, 20 pp.","Subjects, 5 men, ages 20 to over 40 yr. Experimental period, 3 days. Marker, charcoal, taken with 1st meal of and 1st meal following experimental period. Subjects' reports on bran diets varied from occasional slight pains after eating to extreme laxative effect, but author of article found no apparent relationship between these observations and digestibility."
